Crop Name,N,P2O5,K2O,Water,Price,Yield,N_dec,P_dec,K_dec,Days
Onion,105.39609201583666,68.01363490102456,49.942782762651355,676.868015695537,2957.730433659795,16.30824278903018,101.70310633196885,62.32662889871448,50.99556673598213,124.73207941757795
Barnyard Millet,39.76273124530904,24.14979600178876,15.062970096705035,493.1364091451092,2765.2429311131355,21.480681635895476,38.190151070621326,21.554099589807215,15.463799635684843,101.4075120176435
Soybean,30.642281232390612,61.27982854901609,50.86590462925591,415.41269518915345,3190.6498973296034,15.230587658918292,0.0,57.57069306410095,48.68160059363693,105.60784526368235
Maize,104.18639469172602,46.359103753183334,32.792448123973756,628.063024649887,1520.7418900636826,37.95802712168962,83.40343978460649,45.87905912646138,35.887409388456454,108.59491688689725
Soybean,26.542303885019955,59.49462124754978,50.82511399054669,365.7628432868253,3486.127350286133,14.198005887224904,0.0,67.32247952258813,45.05170051466751,100.80198712540815
Groundnut,32.033848853874346,52.13012933417001,28.376143675080097,646.6093802655362,4179.989641314041,18.933650023892003,0.0,46.97110168839754,32.6585554104551,101.86839925399383
Cotton,63.798859306739146,50.93227157384714,56.02928121138967,868.1946667836979,4143.365667705285,34.598422454865855,78.78740459235343,48.89589837376555,49.278340120487655,154.64798022654483
Maize,84.51171320175908,48.284354679479506,40.73542205763823,634.67382810593,2184.2354246413333,40.907395287923144,104.89915462841029,42.91683560071358,38.32895009518571,103.4782899429361
Soybean,29.287824116379994,83.10403976330613,49.90278929550226,362.69633373755676,3046.7701339320492,14.84232224288038,0.0,56.54874652964264,54.25241796373769,113.23263807151237
Sunflower,60.01088166716806,43.02374112716661,35.800627888289974,520.6937418625404,4227.1073471030495,12.17781807765498,61.44839680315734,37.91304003945719,30.097495895500106,118.08956829020163
Maize,121.33033374656267,40.23956100238749,39.39285961985767,635.2990323890746,1850.5785361923058,37.50920192071762,88.12689974678452,42.78149579403525,35.760413923612,119.34562306723127
Groundnut,35.82815442558859,56.632358341595236,31.345946022156014,595.2760989799316,3268.9603571171783,20.501219409506934,0.0,52.59607664566012,26.277313395845425,114.21079413865866
Maize,93.30797271818787,55.809686588733875,46.2114391033573,573.6289274715434,1726.5752365011667,41.046492223889864,90.10931858165902,49.18920337788336,36.01188524436898,120.44057286559098
Little Millet,31.176125669197788,19.75094950481263,9.79979510426893,480.9888399200403,2744.022017388607,14.978579178442358,27.545150092867548,16.55147396686411,7.7034125350738645,87.28920006114657
Ragi,63.74471890231293,31.88503652779284,29.963259681459256,409.6235532831376,3224.2574586219926,20.510244234673355,60.36315853379763,26.602945069944226,25.68860784898097,91.94683450429656
Barnyard Millet,47.91153089481948,23.091341313096926,15.08335823541595,503.01164607445463,2396.9507529425555,19.233024947610478,43.5448078645175,19.53259364137199,14.062090780498695,92.65066148111475
Tomato,223.08708676817847,238.06545673561698,233.39431391738944,852.0083524686129,1990.7310162569652,28.92508070135668,174.55816364262645,229.89505493322318,214.30612017423647,119.42165417357025
Barnyard Millet,46.84925567966034,23.17925837679069,16.26025673891764,556.6671012534537,2648.8712993891136,17.16007673401662,36.612265051009345,19.90950075252136,10.409921225955028,116.99862177458525
Foxtail Millet,40.896369927241665,20.02518480156359,20.195352197097662,415.21455972650404,2890.066283238853,18.89639692424181,41.22411698806215,19.726687486953374,21.8757284235208,87.71019815256354
Tomato,228.73509345099106,232.45750057480424,246.417918532073,704.9546489062811,2422.955511681303,23.156426333808042,188.32903764554013,206.06044647456238,198.89363723707007,113.29895556680688
Barnyard Millet,35.58409132491744,22.797448209371666,15.857021265490182,548.5261910006606,3007.7496446282503,22.953317250859257,42.80097181344968,19.735401112115074,13.896944437891332,102.03667751563428
Maize,103.4061525128836,49.93111022366404,45.489511186188984,559.3328344203969,2007.6357369614163,38.49995748652074,83.75268641843255,45.49437032869462,39.30133628842856,131.02682567160372
Ragi,60.0314621983091,30.140941781294227,28.649803585562267,478.0282469556374,2858.3614625975697,21.686765132953155,55.66162597441544,28.38898485195862,29.99252165864889,84.31590012754025
Sunflower,55.03264152650572,38.78454225827629,30.72700105824934,602.3699460565119,4045.944587285558,13.861515425679565,55.934850965990194,40.15168267114244,30.87442357034582,101.6608813250815
Chilli Pepper,103.804155273936,75.23554674726536,79.7775550513917,672.7062726293155,6689.77384729985,26.31302928172737,102.33465796480243,58.33432218028012,65.35146068269316,153.60526734116218
Sunflower,52.900448924005346,31.8430712889596,29.191779496666328,535.8771127897982,4600.9428208384115,12.08891373650373,63.957385500642104,31.03163475042639,23.230529169805568,99.44452301103381
Cotton,81.02432854846768,47.59330825360137,53.11167056306555,751.8195037694259,3681.314797711532,38.201119304579294,58.68838123010177,54.14464136681649,46.12088936391954,183.99821881080317
Cotton,84.48180568776576,45.439358716952505,65.98269133138692,781.1745006474198,4710.5007957934695,35.05272533552648,64.75751410137258,47.268480868607405,53.181870080271814,176.72500468812177
Foxtail Millet,39.571878560181766,17.92951535516125,18.892701389305635,396.0954948335018,3449.430255819795,18.06347439354911,33.48098817122669,18.3851638393216,17.797809510556505,92.90078880443438
Maize,101.8150697762731,46.12384103166156,40.09500592799099,618.9381586008743,1793.664551076753,40.22623579835667,91.72881342569384,52.18700725134365,37.03890664439342,111.401778473349
Little Millet,32.55420627713649,18.02412830840692,10.028620559567827,438.74492625217687,2708.3194356827785,15.119223677726307,31.114226007523282,13.577855297645737,8.270544737718703,77.3113939878099
Ragi,61.55952881481438,26.126891787305656,25.318482256851986,459.30102583504845,3088.0691964938073,17.35646105346961,62.387043499592515,23.469325915903855,35.205309865909214,89.07184107555851
Tomato,230.46248154539313,263.4727510921165,224.0688461418386,735.7245991437294,2281.095436653811,21.54300067258916,196.67119585556955,273.916582730813,197.83294580215974,126.75563084028686
Tomato,187.6581918342625,218.5289489611951,279.7200251913051,746.9018677064421,2543.491582292392,27.26967986810607,179.8417699865396,240.38245756889245,248.76458727124907,126.80107112302592
Sunflower,72.25992293809384,46.478448621749244,32.79903642116505,461.91325421360904,3774.17719869217,10.797543931645519,56.5386654238269,26.13256255994507,26.715866024559602,96.93283600678183
Foxtail Millet,39.146109452370666,20.277015924776883,21.528504397218047,450.4859174164365,3137.260393163488,14.96723014985807,33.30730803662463,14.150159433343232,21.594614682317303,113.84792521300687
Sunflower,66.03775685528664,37.692432521907406,32.507076336195425,443.5146572671191,4211.921671166113,13.72988234478948,41.40595524929991,33.13117708030629,29.61580195610551,97.96954613957007
Mung Bean,47.20129012635864,34.51507534398246,18.983188090212494,437.9079741647233,3564.2291380807073,15.529736434833998,0.0,28.880148041961714,18.92902451143984,78.5662023108688
Ragi,63.26089891778267,33.104762781241796,23.37568034497837,466.23502911030425,3113.534938023188,24.0847572628551,53.62432569409019,30.51284156953821,26.10604354264469,73.81186587755406
Tomato,153.47296573000446,287.77008045286317,203.47725297863383,824.7705051208802,2671.7079476356616,19.151017493712786,138.79689737520604,262.94708410140765,257.9386073727906,109.42963626614088
Foxtail Millet,41.35398562997766,19.169424172198397,21.26556373221257,552.1811786011979,2935.432041333364,18.446797055340603,34.34630076165512,16.470280134963375,19.49460446977964,86.86720365386576
Mung Bean,53.29352562854877,27.27252714874463,23.284192342214887,498.05938586399867,3530.462329851335,13.578987930086814,0.0,21.069410577753576,18.0992805775535,93.7926690723148
Cotton,76.5807364604042,47.23677113326497,65.78310191229217,877.88459580161,5123.656494580994,38.530110324470925,62.75836440428611,46.2643394441319,50.07304174405651,151.79337000045734
Foxtail Millet,35.28885783403059,18.639476825612185,16.64108143599642,422.77216158036435,3102.6612437894028,18.382780372289435,39.124256531987456,16.314274768505875,16.42405495173864,96.94379699048667
Groundnut,44.81988258920299,53.362125094475466,28.110385063137652,588.9918507842121,4061.7050430365566,17.153493395887,0.0,43.06887884219584,26.67440666043861,120.47071319831409
Tomato,250.77382203474974,263.09881667769486,235.29782934213617,739.9949356581342,2767.749116801314,23.542998496467504,195.34043680254482,176.623040398503,224.7127698567331,127.53768016176804
Sunflower,65.04316350150934,39.84603311992104,28.669560322544132,504.1327979722516,3923.6354034446626,12.375568982180223,48.43151265234836,36.99785368569149,25.988750434721904,109.05887611490503
Foxtail Millet,38.92444523778068,17.78694818251666,25.146719606499722,452.66482953065196,2887.0158148585024,17.956574843201995,36.71310513876428,17.740151258536905,16.967408387615574,89.80484005821627
Kodo Millet,53.21330652849435,21.13191889987949,30.89227783804032,481.54240176507346,3275.1405077745812,20.090633333533898,37.24741467927588,25.592065416670554,39.41183889883973,104.81180247760054
Groundnut,41.159369056673874,48.725893658138176,29.550366099712615,631.6658856558996,4549.954028600711,15.612229771002433,0.0,44.686845796891454,29.35888479036927,101.50066143499183
Kodo Millet,53.8665760617981,17.216488159009376,34.14906781991382,421.9186817861755,4022.8391551004106,17.253309123730553,47.575266623997486,16.238616461450977,34.48693253849157,115.2720763122207
Cotton,78.07739681473493,48.12589596225201,64.26575980922095,835.5410649188832,4337.565225381414,39.05765431177487,66.89202504300077,47.77171023124919,59.321367044622946,155.04725697097615
Onion,113.63153102106705,86.1593564682373,51.65159534121308,706.5506439916649,3158.2151147077448,15.39290641666024,76.5120653864374,80.20193452460407,44.84499431662556,133.06248333147053
Onion,107.5635156928738,68.69580523726577,56.23347368264793,508.9579503423442,2473.9591751248013,14.182616647561638,98.74640421155462,71.77710059541667,45.422139157433115,136.1525304895766
Soybean,35.10428773057851,70.61389638003216,46.02848712418239,464.830720938691,3716.086433402114,13.199745005397586,0.0,63.55443432072902,48.39734280059417,106.22799831463922
Ragi,61.17507153058609,27.064881667154904,31.224758267143415,373.3837378092972,3529.329803944206,23.039714461308694,56.40816353872631,29.653265656652888,32.663328444495214,104.63651561767225
Onion,111.8617818232412,82.05710504075176,57.019487705991416,617.7920231294836,2443.5642587522084,13.51562541363789,91.32487046432642,70.3977014003678,50.87475232481007,118.50463462387836
Little Millet,31.721900877605027,16.492852564182627,12.08131465676514,387.8178544605097,3028.5962420843157,15.268555194823447,28.64043053369467,15.265476030624882,8.995197176247004,79.40046498085847
Kodo Millet,49.79800852536469,19.692577665020313,29.158377738257023,434.2110611861907,2865.3079459657283,13.97305363854218,47.37912638665611,23.20247645428408,31.29036511836653,104.20440631417473
Sunflower,63.794446434333125,43.89021779850692,31.86542988665159,421.48876400547715,3709.1451296700525,11.702977637338194,54.590616139949745,38.23441955118244,28.49756280261311,86.64655641289899
Cotton,85.53296544760694,56.43074227553221,64.82881907240284,874.4202676762833,4517.8837631596925,35.039719676416766,77.0028778901134,48.305037633526354,54.41343423133736,161.95286295204806
Foxtail Millet,43.27393893855416,20.267695308492,20.893279463034172,440.40274308153937,3208.5107188413817,17.85525160732381,34.324379343345406,19.595731342624298,15.470712139743972,99.75981676341478
Barnyard Millet,48.48310277897892,21.889737813514447,11.20599384011301,564.9088853917348,3204.368461993711,16.190975856269656,40.70168430120045,22.777182242888365,15.722225838840005,113.77864103717499
Maize,102.67050265869258,54.44815397811718,40.3291359571017,663.9288225039211,1706.888078981933,45.63738976074232,110.69008311257325,43.367226478021536,36.30709041867707,125.98722924829471
Onion,117.3772942874446,81.34780927531988,49.955679886718116,641.2462709846311,3235.8524760567607,14.32150775154825,96.00485484178654,83.6205827092376,49.16235254840834,117.00322460609839
Green Gram,32.26528679556976,21.981510420884064,12.501190688451965,480.7180456405716,3146.968622993083,11.9267397040773,0.0,20.539426790197336,13.400523497260364,81.347759904514
Kodo Millet,46.00383676122343,21.7710905350408,38.906509556051034,503.7381883147981,3230.894484332408,14.450277250749973,46.77836369154932,24.90768434829142,34.36947402562899,87.05793978861442
Sunflower,55.00586656137463,41.885662225545616,28.343330867157086,531.6465908877756,4081.16920834052,10.18110706200332,63.51127860731534,42.465159623143876,26.284191666643718,96.12298440064016
Chilli Pepper,109.24075233504149,58.87452801437849,70.87608287944022,716.0751623856586,5420.629440073709,22.866464900625864,100.4559216447005,50.59264249868068,70.89871599471216,150.5384182465155
Soybean,33.97162441136164,62.07728700507113,41.803018661679715,418.5019421059016,3584.007958189766,15.458331480565887,0.0,67.74095200542969,48.90640268775978,107.1500701380114
Little Millet,30.95341550760565,18.740966903901832,10.194852821201847,393.65302225157455,2987.5135520122453,15.834084971743284,25.53687236415092,19.150003882686192,10.410577079975058,87.91642720508995
Barnyard Millet,44.840835899287576,22.10216040594353,12.960215788530121,537.3126783013611,2980.735570719501,24.32650944661092,38.768887060188,20.43830065532788,14.349137157195058,121.56325943751648
Sunflower,67.2538916646388,34.23402300774554,30.526637489671526,520.4256174188713,3925.4510422547633,11.514401012031545,53.00373496567211,36.62870136972418,22.93211507725402,109.6501496106323
Foxtail Millet,48.081607854728446,18.520251447073225,16.58982666151255,512.2306995509159,3210.6831556824245,17.177458817560634,35.59322958527489,15.795116909659885,18.160114090697462,106.0761802960283
Kodo Millet,43.09808247777258,23.55838418405858,37.90206264095344,424.61646161684723,2790.302592425314,18.483177458076245,46.860885183018105,19.801648272441234,40.27856578656206,93.7641099535754
Tomato,193.12623304124432,288.73023691315757,222.08535489365383,662.1492742701771,2735.541626290957,27.150240960357674,186.36773002185362,223.37709889623545,241.5557089713795,140.6499635654344
Barnyard Millet,46.224207966690564,21.936365254815286,15.404504036095606,488.49717822018084,2998.1603515498937,21.445080160580154,41.83971610328858,21.215028654299008,12.677883711439726,108.39408051054428
Ragi,59.030245527225176,25.97617598694514,25.721623401992108,477.27742907751554,2724.2333495358926,22.696137360707983,57.44560352116827,24.312540517405154,30.494066634569695,78.68096057426449
Cotton,76.43053253428177,40.552296345272346,57.28616208450554,606.0896538696835,3787.2437294314245,37.66145129650504,80.89350118988123,46.91455902803234,50.584933598476404,159.23661830172833
Maize,101.62762078923981,45.44102755624321,39.94385156262756,577.0090489208357,1690.2907952727494,35.41403516960173,90.56252459924528,41.48786697153595,36.20978894524974,121.82636702739018
Onion,101.95410284996633,71.49893778067118,54.94441368654509,690.5151374325493,2851.9611550907953,14.332525017939211,92.47959506113428,66.25047372763548,55.516306583433895,124.29510874430122
Cotton,81.16998406255084,52.610601786275396,63.10840166307055,904.6389309712084,5452.0900748624945,34.281608796350696,91.16913681618347,50.27507661041277,55.43539125496284,183.9770374218413
Green Gram,46.943855212661,25.49477695865662,13.088014794939772,428.22513746755556,3097.4888613778176,13.551415730322491,0.0,20.737859991335124,11.970774489286821,84.99589251028304
Sunflower,63.03594665975721,32.01035462616197,27.469880536381858,499.322522597627,3452.120728125973,11.430990820284116,47.60423016115836,34.667385730007794,27.05745636350075,103.51754676593714
Ragi,65.59727450597173,32.61947564585745,24.407005415072717,409.42796642839926,2700.221804353449,26.403821625566298,54.42034441009471,31.808238875009934,23.427733614482445,89.558699966789
Soybean,27.335367733658256,60.45872239014215,46.63755263434858,308.60721710697715,3328.6611947079737,15.933834500013873,0.0,74.02403255931975,54.801753732808855,112.75644482625773
Mung Bean,49.87222964504277,33.51818705777809,21.087200309188866,481.4692833956947,3770.0945487269205,10.727186069054888,0.0,22.30277279729913,17.34760630547436,66.60247579030391
Chilli Pepper,121.51710092107646,58.22842660375386,70.11819540893927,693.4364185334131,5028.925299791835,28.865010369000316,92.33046761117569,49.89519392980723,64.02227094599809,164.93322878043418
Foxtail Millet,47.80413719208008,18.82004281917111,19.673065326595587,398.46701591840787,3052.4520686573046,18.20727323824425,33.328728930394874,15.651620287546635,20.528178073219575,79.74733763690973
Green Gram,38.71345979513047,30.191869958902103,14.534709633124175,469.3518741235981,3529.6907052901897,13.310425906734467,0.0,21.56803033201305,11.914078488703122,69.7394443444311
Green Gram,35.05063341821182,26.573122429733964,14.267312851082641,409.7446545413797,2918.0457121515324,15.100746054340366,0.0,21.53110225933189,12.081304287314595,72.80080132253752
Cotton,63.19264910838466,64.68876423583887,54.7731974157749,832.2712018683262,4077.6894404073682,37.254938558282554,77.07426864446195,42.071789081947095,62.00928913429775,157.37662592636926
Tomato,216.10385349561898,219.52568693659686,248.70928819269326,764.7436555115803,2545.9427836557606,25.416924048991294,172.76337341378596,236.4176997856384,244.21466035262327,121.69243986987077
Mung Bean,58.16715766150548,26.560963820943936,20.605270930478067,462.2862074990321,3477.5515786924525,15.493143615455221,0.0,28.13918603643527,20.904680284305563,78.40150726135485
Groundnut,44.89276042170663,53.47116705242992,29.665433827023165,646.0688351685839,4531.758033615907,17.295434069963875,0.0,40.95377267849082,24.246519910528953,122.80878110592198
Maize,87.21977416563624,41.78129642205971,36.45934600400061,693.1537089293785,1520.5091277931133,38.785856057691205,78.36169208718458,42.295617166484874,38.64483641093767,102.2987253947449
Mung Bean,56.345885912715644,32.09321138444836,26.2839339545756,501.65135214828985,2929.2643214046575,15.256456457352328,0.0,25.560619402865814,20.923887705480382,77.43850236473828
Barnyard Millet,47.33928579506177,22.618621132732628,15.156301655927814,496.8703436050239,2588.8899151173305,19.43864984626645,33.22817274321846,19.8033207464105,12.615972449988716,93.41231216923441
Green Gram,49.82310479825022,27.447233849781814,14.3559488857889,428.42646635318573,3301.1840243854595,12.913692474678923,0.0,24.89168533449284,11.351613380235014,73.5947849571446
Green Gram,40.64190482799538,22.656929877915445,15.95638058428452,446.61851249354925,3014.7317583378654,13.0827949117471,0.0,22.306273899018787,13.44738407480471,72.68780086782803
Tomato,226.50538102076663,260.55032901767424,223.5151967382514,785.8165287094234,2684.9374849695646,24.36563329793104,185.70135705847989,264.7222365431089,210.2826883459403,107.30040474049048
Cotton,77.64040257366378,56.23871036336867,55.95905625453679,822.3195329779041,4124.0938260331095,42.508021947206856,66.09301185727865,46.394193196021625,59.54915053321975,166.62078555922398
Onion,86.8815987183583,81.15400018253912,44.68299177241074,601.8969503415199,3167.6222257835525,13.21508241995145,96.60819860732681,62.264415984301976,50.13480789615935,101.40562476505787
Sunflower,51.38628703071936,32.3475742992839,32.929151860386305,555.2024568241677,4121.074139598394,11.359021980374283,46.073247585938404,38.02804366501809,24.91781800805728,92.88701375239462
Chilli Pepper,98.75321082499657,72.47967554214313,73.45368310288066,767.5785582104766,6117.700527347237,23.495281971996917,106.31291283260168,45.59427375769726,57.880657561372786,160.9946276889222
Foxtail Millet,44.91067596989317,17.58071796261759,23.345144773675408,468.85585542147203,2679.745081984851,17.899615660216128,38.0099768850782,18.13680970454234,18.969760786403466,86.25360086574602
Chilli Pepper,106.40480077631652,52.8614307496074,78.74398449183784,678.9934227133831,5987.988660393343,25.95902992696983,90.86801094218389,52.476224873263654,70.62455986313248,161.46144117744413
Maize,100.75187087606186,56.13525029985076,37.00328303748348,613.520565221344,1705.055521749506,41.44670634169462,94.53362441591183,47.62078181992828,33.93174151470471,100.21279288034775
Sunflower,50.78128955705863,35.2374057112852,30.180087017256035,419.4577772219127,3779.709190364545,12.975833288223477,57.46956029880415,34.09017255742263,32.73113315740443,118.9303641391166
Groundnut,40.32731743419026,49.50555173404429,32.75722944896331,582.583527348681,4312.3047719102,18.579056051152826,0.0,49.464190572914355,27.510112681252856,101.68680324557872
Sunflower,57.39533892302412,37.824882267106645,30.26194492202569,527.3345802885657,4049.292109165865,12.851354180915827,44.16968992714549,35.21429581052579,25.13442593101819,103.01722512682899
Tomato,189.67487968125747,273.29440243521765,230.0115269691829,776.3660969119417,2737.699075084037,16.52892979335902,178.0553214037935,228.41781053199782,220.52233351927285,123.62034161935249
Barnyard Millet,44.28368742516453,17.653973554021483,13.590996909271869,492.7956222139192,2461.2854720044897,21.19985745999241,46.12300332937479,22.437523703394632,13.70117998069771,120.6526244369245
Sunflower,69.83693195650501,39.60282915983338,25.512365405833748,544.1052391120439,3507.6897816935675,11.687591411133887,50.76627117165518,33.98236164619222,30.62432265077903,115.21330161332166
Groundnut,33.862805494462165,54.562176246295834,31.498580955286226,737.3209241278603,3761.5314072007313,17.623871122802345,0.0,49.45216247226959,26.580097896428697,97.1185396040656
Barnyard Millet,38.20539547397382,21.835322550943335,15.627309919131804,494.9092128985215,2641.1861227324503,19.221164245013924,45.47776390569642,19.23193564423972,16.44893827086094,113.3371792721819
Cotton,68.16870744980697,50.91679959889578,59.908140904962025,846.343319968087,4553.811165786369,31.594258706914555,83.97428626248369,44.28661692137864,55.84709457874438,145.06771265482885
Groundnut,38.44161357256483,52.76916665890773,33.27465427294199,631.9808447490683,4624.999390967233,18.577894199997896,0.0,44.47504255575478,29.30212729084251,111.83318111419865
Sunflower,50.40518108131792,38.37310766781366,29.734972022972716,546.0674801493249,4564.227202002064,13.457374960688817,56.520990167909666,38.87819731261493,26.206618382646283,101.68395192475246
Cotton,79.7590762631992,51.2960900917163,64.75833828394457,898.220180785544,4444.64373448939,35.32962804588143,75.0751747668169,42.55830466006016,51.69295474872262,123.64982533718504
Groundnut,44.8016556317777,46.71552860514302,26.85926705195418,632.1991651516372,4697.995744958459,19.29411595919712,0.0,41.594422101437424,24.018930133122836,126.51467017151035
Sunflower,58.73198348669405,39.53039656338016,29.91852469978777,528.7154220419242,3876.580159330485,12.824335791176667,54.5981206737611,32.15874028889564,27.897026344052744,89.84786596854785
Green Gram,49.45453377470154,26.053398920122504,14.321936226979098,409.12640410653876,3123.669297010347,11.9872820040562,0.0,24.143376888683378,11.386259333339723,64.67719947966685
Groundnut,39.11498550565691,48.6159335005554,30.922220093427303,648.9442327523578,4561.398865111093,16.95046061057591,0.0,46.27160977719735,27.30366484668607,127.68080133621991
Cotton,82.97996567832,57.99561167574688,66.74879186755915,736.0484739070852,4632.536134104235,28.988764930507344,70.94884958719311,46.413238354199365,52.62821002442495,164.3738679355508
Sunflower,60.18287310159399,34.0322554141145,31.483330242250855,536.180680958889,4920.164034178788,13.290519675726046,44.55452986646493,36.282345836467115,33.071850080261946,106.23548856901637
Onion,110.01952267791766,81.64021349649504,44.03422676950633,634.8619281395886,3398.0428260125973,15.37053996540767,94.85218892864525,74.45973037945762,42.97909661750221,112.54985736860829
Foxtail Millet,34.825857025625346,22.155907790211515,21.518421999839667,476.2748832468891,3328.2868468603942,19.70134870862447,38.47163762214563,14.016190773551704,20.154410913244348,95.78926488567949
Foxtail Millet,34.20057373807638,17.787383637543314,19.09162088337697,413.0845278961187,2647.4054299766267,14.2305828702052,38.12060501066112,18.609696905165343,14.942071440353438,108.84335971958434
Ragi,57.50283598361916,26.45765381204898,32.94145499856172,438.48533890482605,3773.4898914434025,22.178420536888048,53.79142833128418,26.144581244512146,27.316240461461202,96.05280040377113
Cotton,88.1925002064917,52.96263474600592,64.67016645699982,755.9051426937174,4131.810502459962,34.98818939906167,73.72361533106303,42.960473778027264,59.899769705757606,175.28488333712818
Green Gram,40.32625213993746,28.26639365441087,12.733679435414794,436.36081750223883,2919.154425676936,14.017241543110808,0.0,21.62325181403841,12.7412044419189,74.88774939644472
Chilli Pepper,112.08832619833711,63.46054839715843,83.03264048568742,624.6316881542409,5790.232687933318,25.654157431741197,111.47409330191606,52.3571910416722,72.79116891794183,120.9395652528531
Ragi,57.06690346928235,26.641147700132965,30.422658740733613,370.42022854967166,3303.41366853913,21.675274310142928,52.43679923972467,22.694301718379652,29.438080298395207,89.93934202321184
Foxtail Millet,40.62551249167311,20.663943467906964,19.02648598298143,456.38258252143066,2803.9399646611787,16.201237036229752,35.80651976771115,19.46332280225817,16.28268885405662,85.94075617631287
Mung Bean,45.79859284671436,27.2315094308195,19.392338304027568,578.4052397359105,3315.8726887258144,14.978970692613617,0.0,23.946228742971755,14.826901529083148,67.30019448948202
Green Gram,43.14787826221998,22.772167478496286,12.511647348690751,456.21392189101334,3117.311769533706,14.204737297102982,0.0,23.22183456479308,11.87462238434776,86.48906180997744
Ragi,64.76558807773097,26.23713173049225,30.880673796499888,388.9538187919468,3349.2575943787283,21.921588738945538,46.116775012519696,30.144796257034365,25.943143584965462,87.30260184836338
Onion,104.6999826076317,95.31769844798393,55.06033932351929,501.53038926364786,3071.7925400461036,17.14398639406928,77.9591385791079,75.97122674552945,45.887781728004086,133.80348637099394
Ragi,57.30971868567671,36.0300278679,35.3095872620309,403.4532227434381,2972.556766864263,22.162294237351148,62.6847453240732,27.153935468201837,26.187726213633468,94.44062280592412
Green Gram,31.467467859717956,24.908666625203473,14.179832432636854,497.9637449442737,3454.540240854172,14.051638768750694,0.0,23.010894073355523,13.89911275857791,72.65907495496357
Maize,108.83109777147159,49.61081401493599,39.2780803456375,791.5864540706916,1853.7755235058235,36.992835799619264,86.16278163415011,50.168005691385396,38.430427560043505,94.17894223850897
Cotton,90.16504848526579,46.46347329835834,54.339701703780385,710.0878826507926,3986.2061583678897,36.8745210641095,75.36501552662288,49.30585595674008,67.31109219326383,130.71374188945364
Sunflower,65.00284403495618,38.288977251812994,29.20335948594473,524.1712744057302,3781.397042196498,11.381139516080397,56.63890230007598,38.73925707536487,27.441319714677654,88.36810538946361
Tomato,206.8023541280929,236.43829833234508,223.55710879824863,746.9238434247402,2269.3718174057294,27.93431749435647,164.4854331957152,238.36155663580928,216.12128712852638,123.32475300525014
