Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,NPK_Ratio,Pesticide_Ratio,Rainfall_Per_Area
0,2027,4,2,58751.80193562102,126031.35255752411,1946.914176894976,7464618.856312259,15367.10691620023,2.1451487172363937,127.05344534780109,0.2615597549338007,0.03313794833098674
0,2027,1,2,50211.087120682474,106964.53281711494,1977.25961521034,7924632.720528365,14787.313211047167,2.130297090760561,157.8263522054699,0.2945029486317598,0.0393789445438214
0,2027,4,12,50675.75784389431,103682.7985522266,2090.389274376388,7814222.200433221,16008.293255881006,2.046003907265076,154.20040139320227,0.31589647470481336,0.04125028146230771
0,2027,1,12,52107.03930277194,116732.28458745367,2152.7913814409067,7956324.5264025675,16165.62862214168,2.2402402084135273,152.69193246946415,0.31023886289547287,0.04131478990644522
0,2027,4,13,50363.9291076574,118126.71621470338,2194.6107751282548,7963429.114304671,15848.24843961094,2.3454626814797743,158.1177095472859,0.3146745839812039,0.04357505091465517
0,2027,1,13,57320.002123284015,120026.73395232916,2112.6125687026274,7973296.623207891,15733.694242031961,2.093976439396763,139.10147117683115,0.2744887239918779,0.03685646354581102
0,2027,4,17,55573.94373310402,131142.11182200848,1975.175203184226,7604012.531291363,15804.35061818381,2.3597769568383247,136.8269375988489,0.2843841836038271,0.03554138991233158
0,2027,1,17,50590.54470805815,98387.20969878217,2088.2199197279915,7455735.587041916,15926.810181773531,1.9447746662255425,147.37409193885105,0.3148179224731036,0.04127688151567532
0,2027,4,29,55842.07043368589,109881.80307642724,2036.1500673090445,7789736.661011975,15616.603799958359,1.9677243738108732,139.49584248067086,0.27965660439656403,0.03646265354231507
0,2027,1,29,52004.79985847461,111236.96973603909,2214.7762374753274,7762414.313959056,14751.754556147744,2.1389750568939476,149.26342058970747,0.28366140426062664,0.04258791964400593
0,2028,4,2,53230.13374094224,107811.07979161074,1992.0835457225683,8154061.636698984,15942.693898896212,2.025376834788737,153.1850676232144,0.2995050505881747,0.037423981600676434
0,2028,1,2,50145.88945470169,113025.12547831143,2125.4676465614134,7817324.3079511775,16125.757943604816,2.2539260287806933,155.8916272691265,0.32157686540133473,0.04238568045505331
0,2028,4,12,54423.934826440156,126498.35358091422,2007.9585989814168,7479547.751175722,14925.589571598914,2.3243147336612453,137.43121983054448,0.27424679268776037,0.03689477075453782
0,2028,1,12,58038.750373373965,136054.6060202313,2253.1546677835263,7738644.558219946,15461.208947700377,2.3442028841931806,133.33582319460396,0.2663945872065745,0.03882155720597993
0,2028,4,13,49526.92709043768,109052.28828911907,2155.492523422266,7571215.777106105,15898.467538095869,2.201878749513093,152.87069523374294,0.3210065407261141,0.043521628537265614
0,2028,1,13,59121.71214912084,125965.39368602898,1937.2109933597776,7737967.267929834,15534.814315331265,2.130611396508789,130.88198881000946,0.26275988550785356,0.03276649005823125
0,2028,4,17,59405.14903344246,123842.54547106138,1961.8891976314335,7544368.091343914,15489.366885561438,2.0847106267058355,126.99855507637511,0.26074115017945015,0.03302557487949365
0,2028,1,17,57741.922424617514,122955.89851544867,2075.4979213859883,7443409.340361512,16092.465596285318,2.1294043106370153,128.90823560782783,0.278696394587384,0.03594438553887023
0,2028,4,29,57777.68524113516,137886.40847219396,1972.4984902095678,7807437.614849744,15282.316212360443,2.386499353456703,135.12894437126383,0.26450205037774877,0.03413945162353503
0,2028,1,29,52747.32170088396,123523.95406526192,2261.078326308551,8143080.936586796,14835.445316119405,2.3418052345052405,154.3790409447525,0.2812549497820434,0.04286622056624079
0,2029,4,2,55012.237417281496,112798.07652972384,2300.546039677378,7997996.482693279,15657.674092969737,2.050417903822424,145.38576975203694,0.28462165561822883,0.0418188051910553
0,2029,1,2,53119.95147720392,126949.7064125848,2147.0688448080496,8151961.279394313,16383.81039106559,2.3898686441207393,153.4632666766022,0.30843044723217783,0.04041925463221573
0,2029,4,12,58077.52835148249,140359.3988067746,2037.2990317426415,8245956.653891976,15900.066276798725,2.4167591629816974,141.98187987594497,0.2737731223782849,0.03507895548538159
0,2029,1,12,50043.606783363764,116476.95073027973,1902.5001061133266,8156854.280079724,15827.401910405277,2.3275091108940758,162.9949319078925,0.31627220593674027,0.03801684627467307
0,2029,4,13,51741.020735848004,106708.76121329285,2124.934188853007,7685008.57602191,15688.325358794671,2.062362893033559,148.5283526827963,0.3032086560272524,0.04106865613845105
0,2029,1,13,54852.64527498096,128980.63670244902,1930.561930266256,7533577.431071168,15656.200325113883,2.351402308053844,137.34209887790652,0.2854228861092847,0.03519542076026025
0,2029,4,17,51271.98795215755,116376.2677177979,2237.7317210268875,7803567.267382406,16402.864277453686,2.2697826311394413,152.19942855861177,0.31991863262176173,0.04364433310280341
0,2029,1,17,58727.720651899326,121906.29162887145,2204.909250205225,7655347.754967038,16056.1959821202,2.0757878949781587,130.35322450777687,0.2734006326806236,0.03754460799312352
0,2029,4,29,58699.26674113538,122875.49914785197,2131.6778398837664,7836072.291582732,15731.829230490366,2.0933055209996865,133.49523301781477,0.26800725296736605,0.03631523796173633
0,2029,1,29,53774.42798421354,115818.31842145506,2098.3360922386014,8151102.2317899475,16456.48374807272,2.1537805749501535,151.5795246428814,0.3060280576653241,0.0390210769485936
0,2030,4,2,55751.67345220831,135111.68819711596,2194.61325085821,8165328.908339675,15122.344987832897,2.423455294358778,146.4589025357094,0.27124468292052506,0.03936407851038742
0,2030,1,2,55260.6045503162,128863.02966377304,2180.791870005576,8172294.402701978,15157.398857511871,2.3319149457809485,147.8864458542232,0.27428941432789916,0.03946377148335228
0,2030,4,12,53096.78200264633,128955.77681663245,2153.645022933686,7979144.285635131,16392.067681441065,2.428692887832738,150.27547781026453,0.3087205488389878,0.04056074477030169
0,2030,1,12,52393.136550388524,117370.42421872081,2188.5488367563253,8236330.935920613,15985.296118234475,2.240187015828707,157.20247876359554,0.30510286596147557,0.041771670505954775
0,2030,4,13,58545.397852828995,126735.96709918411,2108.633815992699,8164356.8123958325,16567.376629451606,2.1647468758820647,139.45343463066618,0.2829834152139261,0.03601707210690357
0,2030,1,13,48824.12118787047,101284.82095490287,2161.2889903838427,8115763.077996068,15583.546391163834,2.0744832367830797,166.22445792249698,0.31917720200635796,0.04426682831765497
0,2030,4,17,55603.52080632259,119814.95443834832,2100.6809681033656,8212972.981079922,16483.384193371778,2.154808772913609,147.70598807379906,0.2964449724467354,0.03777963944802036
0,2030,1,17,55833.47045549078,123327.52624575772,2292.93506829774,8253706.635931663,15225.902583411777,2.2088457915950563,147.8272184873648,0.2727020631029829,0.04106739290235626
0,2030,4,29,49962.01058477726,114700.5475984997,1941.9616906495025,8243515.6861339165,16416.83590432124,2.2957552399512,164.99567550721434,0.3285863741705228,0.03886876584668896
0,2030,1,29,51316.46274211631,125934.11124389355,2222.0905486029096,8249875.108609206,15401.753868507638,2.45406843173813,160.76468773905555,0.30013280427972977,0.04330170923451435
1,2025,4,2,178136.9484127562,182488.08930453405,1368.745166268225,22671535.712858897,46052.283810151406,1.0244258191832047,127.27025984708858,0.2585217958457722,0.0076836679782834455
1,2025,1,2,171030.45007132296,165130.92181259656,1280.2475448569814,21730908.69065444,46017.37486013615,0.9655059771153839,127.05871195212454,0.26905954373005525,0.007485494801207
1,2025,4,12,168685.59766637615,161886.55360860738,1415.6322450105795,22862016.171444356,43800.04734850324,0.9596939860199813,135.53033861646273,0.2596549317454494,0.008392134625567713
1,2025,1,12,167664.67911942973,151839.015957528,1280.783140455433,21106391.761367336,42909.6354647644,0.9056112280474475,125.88454451001562,0.2559253128931187,0.007638956202236934
1,2025,4,13,158913.50142865218,149987.94689795756,1529.0937928371914,22263620.3715608,44508.46632895026,0.9438338816371626,140.09898574638453,0.2800798291448719,0.009622176713057403
1,2025,1,13,177400.85547946888,172846.76298599553,1531.4110793568734,21025576.729921483,45978.65016642849,0.974328801960031,118.52015410576661,0.2591794162556884,0.008632489822091687
1,2025,4,17,162759.2736275379,150953.39406030596,1395.4997908859127,21430538.221480858,46054.357292816174,0.9274641665319249,131.6701515301856,0.2829599583874282,0.008574010929044858
1,2025,1,17,159875.97492841003,154623.03012541024,1452.4742265418688,22946746.416723114,44850.24862057705,0.9671436261430026,143.52842212220008,0.28053150975723706,0.009085006219303833
1,2025,4,29,146418.74353683944,129988.39866410218,1288.7809371671256,21291763.758431725,44045.19623431084,0.8877852351696808,145.41692712364144,0.30081665209228436,0.008802021558413824
1,2025,1,29,173338.85985182086,169686.9666014614,1407.418540248412,21889007.44078542,46154.21928871599,0.9789320568193347,126.27870899518602,0.266265852493613,0.008119463468558331
1,2026,4,2,172353.70097966946,155377.71115157547,1391.8913883957644,23091329.843824215,44446.26333366358,0.9015049300850437,133.97640847032363,0.2578782067401406,0.00807578474082172
1,2026,1,2,146395.5331968544,143117.65599963532,1435.4780914695573,23003158.293754686,44029.48425546966,0.9776094452771903,157.13019237289785,0.30075701965758966,0.009805477394855388
1,2026,4,12,166391.01661684565,161657.67785090924,1345.8141273981716,22463546.386805274,43423.213508340275,0.9715529187682288,135.00456240695289,0.2609709009010529,0.008088261943234738
1,2026,1,12,166031.24921090214,159496.01127446216,1430.3706314487686,21175944.312698737,45539.31226918157,0.9606385065010349,127.54192005024231,0.274281573412334,0.008615068779202113
1,2026,4,13,157659.2756661308,164618.1008316258,1330.2752576068651,23141074.846633315,45113.83869399856,1.0441383809236284,146.77902552107565,0.2861476973263182,0.008437659325696381
1,2026,1,13,169156.82669390627,161808.829916499,1285.2854985693511,21748649.147469122,44676.265807613345,0.9565610391196114,128.57092186308196,0.2641115152181013,0.0075981887558999265
1,2026,4,17,149735.7303162291,136965.6859154237,1399.708789284108,21679979.795605846,44047.56739741334,0.9147161176972513,144.7882863349955,0.29416871513825477,0.009347860970311109
1,2026,1,17,172851.45099498995,183204.11785701817,1390.9248160285251,23076228.131412294,45317.138208749144,1.0598934333639367,133.50323644133687,0.2621738952602871,0.008046937460009177
1,2026,4,29,150992.85816558608,142339.58246177214,1483.8618280813207,22819591.751170143,45683.68110630605,0.9426908278381992,151.1302721758209,0.3025552444090244,0.00982736432774884
1,2026,1,29,173899.92644289404,157713.1749656296,1373.2392742587333,22286725.224875595,44329.913823556104,0.9069191585737679,128.1583361232427,0.25491623102045036,0.007896721421039147
1,2027,4,2,156595.8288805412,143965.19796811245,1508.0919008413,22986520.366572518,44902.70500068116,0.9193424818354262,146.7888418925113,0.28674266308162716,0.00963047299294124
1,2027,1,2,174920.8623870335,192308.05970272474,1289.4525413782621,22366001.04484617,44303.61186647692,1.099400363561094,127.86354205914384,0.2532780324879135,0.0073716337993188765
1,2027,4,12,158049.95657191201,169832.55041624274,1269.389267831129,23116845.94631639,46291.698992313395,1.0745498075411979,146.26290603122268,0.2928928295608286,0.008031569861606148
1,2027,1,12,158847.9268338605,172435.95409153725,1355.7486186071112,22521192.673467215,46210.219585982486,1.085541105436576,141.77832296811903,0.2909085469797405,0.00853488393351896
1,2027,4,13,158039.64225251714,168596.868794312,1443.9007709599314,21805152.632089406,45020.27943666401,1.066801129079541,137.9726777490988,0.2848670042211954,0.009136320168662835
1,2027,1,13,174290.09503434147,184612.68128819903,1301.3574101916256,21968299.29809445,44546.07172718123,1.0592264652321386,126.0444507403929,0.25558579056603326,0.007466617135845907
1,2027,4,17,148556.57708840413,144354.19159061668,1462.2645651163616,21712663.269849863,46436.12460386202,0.9717118852618242,146.15753604048734,0.3125820849805154,0.00984314928208252
1,2027,1,17,174679.59577564214,190963.87252046383,1303.5486441577739,21718017.55575837,46635.65553192461,1.0932236914821876,124.33059201518255,0.2669782656917943,0.007462512369401445
1,2027,4,29,149271.0519790284,148273.70302306148,1344.8028205588053,23582238.370144576,44060.555209240585,0.9933185373671312,157.98266346684372,0.2951714657670585,0.009009133403493005
1,2027,1,29,160197.69235146692,156312.98974889916,1523.6369663163084,21751634.875528954,44882.41488679425,0.9757505707757332,135.77995136039033,0.28016892271034805,0.00951097949010098
1,2028,4,2,146777.59161109265,143244.77803876664,1467.9786538916135,22198587.463817656,47670.30771872653,0.9759308383960498,151.23962193517835,0.32477919276012884,0.01000138125839552
1,2028,1,2,162004.55918759853,154407.44622611822,1486.0472530790466,23105128.068218987,46148.421676452985,0.953105560734973,142.62023355443745,0.28485878365320505,0.00917287303845708
1,2028,4,12,150546.00574275953,160239.73246229705,1429.2945671754767,22628811.226229466,45033.65376836537,1.0643904610534891,150.31160152396,0.2991354938058943,0.009494071663500234
1,2028,1,12,152267.93495204658,171569.77401984134,1343.4221804189385,22697478.72967321,47413.392987463216,1.1267623355755987,149.06276056624318,0.3113813358169927,0.008822751689920926
1,2028,4,13,151937.6853704838,153941.48530526337,1333.5181227340333,22749417.629745994,48116.70285665715,1.013188301045218,149.7286046860196,0.31668708615199526,0.008776743699118437
1,2028,1,13,150138.7458008758,141691.8958444597,1292.9760315973645,21975790.73101055,46338.02877504174,0.9437397061540739,146.36988349533928,0.3086347133637201,0.00861187446784854
1,2028,4,17,170029.06089994402,180096.96590177668,1282.1041773450245,23591303.97690234,44842.09540298335,1.0592128483715926,138.74865774142557,0.2637319477366949,0.007540500256597292
1,2028,1,17,160282.38961183708,177381.90559235794,1448.7838677277712,22934362.556300778,48210.47724287715,1.1066836851005997,143.08722631252212,0.3007846174469359,0.009038946020435276
1,2028,4,29,157633.89892273574,175891.6861229162,1443.3141385588633,23678664.49583868,45084.820335520875,1.1158239904294287,150.21302307218053,0.2860096758605153,0.009156115203788139
1,2028,1,29,162596.01630216514,151587.85128553366,1343.8897300305491,22411379.54869588,44015.61813959003,0.9322974494272103,137.8347394873871,0.2707053908245347,0.008265206987193904
1,2029,4,2,147998.744467915,149430.98198176248,1282.5518562741381,22963899.294300657,46897.70574591886,1.0096773625951805,155.16279801467542,0.31687907836330276,0.008665964436963082
1,2029,1,2,152326.71918352667,144054.63079906916,1401.5679367723264,23516549.887673583,44725.78985914802,0.9456950925694716,154.3823041270935,0.2936174959907157,0.009201064293150605
1,2029,4,12,150231.481273667,157682.43451271218,1451.7653423375086,22053040.11496673,44710.92509006178,1.0495964838785836,146.79373409621203,0.2976135541698798,0.009663522785167253
1,2029,1,12,173236.0744985286,189152.49825098406,1477.024378457467,23761281.443696685,45319.543240722895,1.0918770746712496,137.1612784027758,0.2616056925320588,0.008526078547629596
1,2029,4,13,152391.76274780385,150021.69337637126,1440.4657086452296,22006285.49821156,49005.710545120375,0.984447523089848,144.40600398218504,0.3215771617933241,0.009452385632083572
1,2029,1,13,147965.12721751202,152459.6591636825,1356.6389662107247,24088716.473577015,45564.34220727843,1.0303756164083406,162.79995784524326,0.30793973596425755,0.009168639879695675
1,2029,4,17,157947.39968068706,157653.60209386307,1444.7129054288507,22725519.655492615,44732.17289539621,0.9981399023509222,143.88030256550888,0.28320930250088705,0.009146797657635021
1,2029,1,17,146884.8347980212,147681.24153915723,1450.1475890282934,23972260.895969063,46043.77281072652,1.0054219807118354,163.2044651099135,0.31346852705414086,0.00987268420883862
1,2029,4,29,161339.15095093823,170495.35909402263,1444.5095034019507,22069111.60450834,46393.70846589239,1.0567513098285035,136.7870815882709,0.28755393958903563,0.008953248451401687
1,2029,1,29,151778.47544585378,165332.12873459503,1415.878578583076,23159324.113528587,46044.89022150404,1.0892989157318058,152.58635353595022,0.3033690388986041,0.0093285861148881
1,2030,4,2,174688.18472449618,199034.99019072315,1328.852056909859,22082142.313101366,45888.239610928555,1.1393729375837567,126.40890594820424,0.26268656740179486,0.007606994479939298
1,2030,1,2,174081.47853977472,184972.28484379116,1492.3682105365424,22908264.60971348,47461.01534443151,1.0625615452911499,131.59507146809602,0.2726367890630447,0.008572814426065212
1,2030,4,12,176306.6544426254,192807.72936322363,1343.2719389437875,24001781.39432621,47184.63432848499,1.093593035230375,136.13655973567913,0.2676282099371357,0.007618952008308466
1,2030,1,12,150123.19350071243,143888.31278872368,1341.7357952941793,23301686.583453808,46712.25065026762,0.9584682382075814,155.21709897107422,0.3111594521871528,0.008937564969185205
1,2030,4,13,146336.32240967918,158967.40374044035,1512.5273993036612,23775635.383693222,48803.988958743714,1.086315421371596,162.47254948181356,0.33350564067144856,0.010335966999835015
1,2030,1,13,155099.3899568235,166950.93250978558,1293.9753264115009,22146201.029512543,48775.19654130382,1.0764125671690992,142.78715754896,0.3144770366594081,0.008342878245824933
1,2030,4,17,177039.53076996942,183767.09311181353,1435.2917589761043,24018296.233587913,47697.55082594336,1.0380003398822004,135.66628949550994,0.2694175171979959,0.008107182349240431
1,2030,1,17,165608.31458561757,172410.94889198875,1436.8707067824243,24228069.651091896,48625.67093955931,1.0410766471683057,146.29742299905035,0.2936185363713753,0.008676319847694477
1,2030,4,29,167817.01156923827,193064.37603459082,1395.7557518731833,23947195.229358878,48068.05899282044,1.150445799441113,142.69825809333219,0.28643138465726065,0.00831712910879312
1,2030,1,29,163890.44997520215,158068.59836249493,1315.967762919294,23353801.361142125,46947.25201254798,0.9644771759819555,142.49641369997903,0.2864550803274471,0.008029557323922229
8,2025,4,2,59583.849967382186,39141.662931947,1484.3587729880962,7536581.208716227,15937.0545629096,0.6569173182561081,126.48697948927361,0.2674727224178024,0.02491209906376769
8,2025,1,2,59528.416720131005,40107.98808746524,1484.9684042629003,7322431.967052186,14971.451126987984,0.673762050081566,123.007336168172,0.25150091253686946,0.024945538384539657
8,2025,4,12,55532.16174689823,35275.48385109817,1273.5589319025996,7685181.552988645,14954.585791437237,0.6352261958011836,138.39154304879736,0.26929594168504584,0.022933717900397325
8,2025,1,12,51707.439856814075,39134.893033889966,1317.9723554556856,7593156.548651669,15105.928363478379,0.7568522661779534,146.84843360410605,0.29214226048145175,0.02548902748048164
8,2025,4,13,51640.20936019103,34667.35919375303,1468.319711996863,7589296.678718415,14526.109525312651,0.6713249156669334,146.96487045168595,0.28129455138326176,0.02843365141599866
8,2025,1,13,56191.45559617729,38840.01552036111,1325.2718513892528,7334711.571826464,15935.045243252816,0.6912085673574079,130.530727385632,0.2835848453147542,0.023584935419957532
8,2025,4,17,59216.04337194344,37606.539272932525,1340.5663002307629,7290736.456483608,14835.91186514684,0.6350734890664868,123.12096589583963,0.25053872262218885,0.022638565900299973
8,2025,1,17,55308.09644442106,36480.228803057136,1414.9816539308015,7217169.070216514,15560.231205055503,0.6595820711297848,130.4902814268617,0.28133731235338993,0.025583625995024294
8,2025,4,29,50385.95531965392,32274.90756193189,1474.0093999771977,7350036.34968821,14705.62833738789,0.6405536494679203,145.87470462867654,0.29185967089626075,0.02925437040194879
8,2025,1,29,60100.98263775938,38481.34075673839,1487.7309075854087,7835777.824543383,14711.180022002174,0.6402780631503667,130.37686707671952,0.24477436767830227,0.024753853303069267
8,2026,4,2,54047.077387176134,37897.08124335021,1495.763260558908,7323064.349679231,15620.569269600412,0.7011865039781435,135.49417847738775,0.2890178345389447,0.02767519231139427
8,2026,1,2,51931.7205971694,33866.38151110928,1249.1808131419064,7934074.881097602,15604.230961733778,0.6521328606423105,152.77897188582767,0.30047590918033834,0.024054292805580458
8,2026,4,12,59223.24408085232,43162.44152518599,1495.6217376116897,7356467.081927965,15784.862980163678,0.7288091389634125,124.21587496768709,0.26653154897448683,0.025253965074419904
8,2026,1,12,57872.39677584169,43877.215925992954,1349.4446122093186,7486173.682448337,15269.471805823126,0.758171742842161,129.35655164662842,0.26384723385427905,0.02331758640368999
8,2026,4,13,60195.71199881918,42098.60239576787,1288.3365898459726,7373476.393273765,14989.206444318546,0.6993621472006792,122.49172156014046,0.24900787691675746,0.021402464512276974
8,2026,1,13,56472.63651111708,43571.982253566544,1406.1798315247959,7886260.217826678,15612.289047501206,0.7715592000913408,139.6474594607285,0.27645759100388034,0.024900198014448614
8,2026,4,17,49923.51421664894,38424.587736386085,1286.7199575844104,7922920.308802846,15899.757904615755,0.7696691296537757,158.70117384806696,0.3184823455259358,0.02577382577677802
8,2026,1,17,53673.86332241304,36951.46419026347,1328.9767352872711,7647440.30930494,15096.797179683166,0.6884442800083173,142.47978132983647,0.2812690617963971,0.02476022132605311
8,2026,4,29,57869.907337024575,38653.16603845282,1339.0521914086064,7609662.12644811,14921.940054832348,0.6679320534132412,131.4960136730602,0.2578531872866063,0.023139007007738795
8,2026,1,29,59107.17073139141,38489.928778013724,1350.3321599058659,7753615.735047327,14732.0687941765,0.6511888202690099,131.17893546762906,0.24924334242160573,0.022845488004194284
8,2027,4,2,52370.10002257402,40336.495718018545,1501.580010880624,7466360.05353137,16150.199205664692,0.7702199480358369,142.56913869389234,0.3083858766491411,0.028672467882119208
8,2027,1,2,58225.23156503237,45655.457647806994,1420.1697101443613,7790760.868540953,16087.609553174432,0.7841180948643189,133.803862331391,0.2762996233893207,0.024390967145543403
8,2027,4,12,50069.70598583689,39562.1404679711,1301.2401573942482,7423161.090624775,15021.032627311995,0.7901412578528414,148.25653445467702,0.3000024132668357,0.0259885719672955
8,2027,1,12,52311.60203187248,39964.1301000256,1254.0511282867628,7410286.53269385,16217.284937333055,0.763963032056946,141.6566544488334,0.31001315783546773,0.023972715030266
8,2027,4,13,50974.169066659066,37696.58283725446,1366.9350856260671,7978929.612783402,14849.720792359189,0.7395232433893828,156.5288803893857,0.29131854553509573,0.026816230860742866
8,2027,1,13,60612.975462164686,39706.9460205696,1334.5290054477946,7912701.235050857,14829.493545823021,0.6550898667786922,130.54467586713434,0.24465872913762104,0.022017216532800355
8,2027,4,17,53368.85380440111,34660.889824130216,1432.0995323949805,7957938.573585792,16266.729160668156,0.6494591386797195,149.1120383201772,0.30479817348684946,0.02683399455502043
8,2027,1,17,54941.289141306435,43339.02265582696,1273.8590412940885,7966454.593691834,16165.158864126615,0.7888242764810453,144.99941152095073,0.2942260568832045,0.023185823652913974
8,2027,4,29,54803.851811666966,38800.53364268406,1247.6562847683458,7564786.583422852,15933.075991471344,0.7079891715644697,138.03384859551815,0.2907291269640178,0.022765850273734546
8,2027,1,29,58871.480020276686,38426.481124256316,1378.0555783311522,7515460.915905144,16217.26983437743,0.652718109193473,127.65877320082062,0.2754690357502789,0.023407863669412055
8,2028,4,2,56647.089471999505,38127.62930554436,1306.4398621326377,7486792.767351612,15854.092837821338,0.6730730503707651,132.1655329008971,0.2798748000223025,0.0230627888265717
8,2028,1,2,53408.47212541178,36674.55001823095,1261.3757247096253,7516928.7725746,14887.907219850083,0.6866803815715442,140.7441267917874,0.2787555349812452,0.023617521237973442
8,2028,4,12,58342.698153362166,44795.88219044332,1310.9670874564285,8081970.866387838,15515.977126855643,0.7678061455555399,138.52583308957045,0.26594548449010136,0.022470114152251978
8,2028,1,12,57868.57965450574,46701.509283282285,1322.1523625799005,7956291.364992413,15803.748370232775,0.8070270527133291,137.4889691866305,0.27309722244068024,0.02284749980859355
8,2028,4,13,53831.47151773617,36777.48315001013,1500.3561565577527,7479844.355347606,15977.716975998961,0.6831966898377064,138.94928272364203,0.29680996126466075,0.027871356926652498
8,2028,1,13,54740.06481269109,36939.43564704319,1386.2986222287172,8070143.606349452,15176.71050298746,0.6748153436325316,147.42663593775006,0.27725050298933607,0.025325118393124627
8,2028,4,17,54917.07169406003,39420.30546043887,1493.5560414977515,7543138.405453311,16146.53207591039,0.7178151391619569,137.35507325437376,0.29401662502803916,0.027196571037477555
8,2028,1,17,50631.9260547131,40913.790015179366,1500.3109142800092,7999224.823543641,15305.774751927944,0.808063078046206,157.98776477315204,0.3022949341367826,0.029631717202674972
8,2028,4,29,55164.937195564016,41045.815401760636,1414.0168428626966,7480961.295267207,16154.212794996449,0.7440562336951461,135.61080054793888,0.2928347899269513,0.02563252882623425
8,2028,1,29,54163.80238167345,38039.75966905596,1290.0708850886826,7569432.130647881,15584.605499443081,0.7023096237040934,139.7507523070247,0.2877310087948367,0.023817952735260394
8,2029,4,2,51816.62499997593,40457.45589604656,1426.0000661673037,7848169.333813483,16370.900580137883,0.7807813784874131,151.4604498810397,0.31593915235014797,0.027520126333352782
8,2029,1,2,58469.19040214384,42056.50452082776,1248.1063980743486,7783258.531051782,15239.147828823008,0.7192934301222291,133.11726188646526,0.26063551973287197,0.021346394391474
8,2029,4,12,58020.638818860854,44287.18034148309,1413.8765779075868,8001198.759750373,15850.211189114878,0.7633004607161717,137.90263124695917,0.2731822936076055,0.02436851104521062
